engine,rows,metric,unit,round_1,round_2,round_3,median,min,max
mysql,10000,update_s,秒,0.08479200024157763,0.05954659963026643,0.07265029987320304,0.07265029987320304,0.05954659963026643,0.08479200024157763
mysql,10000,point_p50_ms,毫秒,0.13129995204508305,0.12690015137195587,0.12125005014240742,0.12690015137195587,0.12125005014240742,0.13129995204508305
mysql,10000,point_p95_ms,毫秒,0.36319997161626816,0.27830014005303383,0.2391999587416649,0.27830014005303383,0.2391999587416649,0.36319997161626816
mysql,10000,point_p99_ms,毫秒,0.46290038153529167,0.5122004076838493,0.3089001402258873,0.46290038153529167,0.3089001402258873,0.5122004076838493
mysql,10000,range_ms,毫秒,0.5410998128354549,0.6305999122560024,0.5731000564992428,0.5731000564992428,0.5410998128354549,0.6305999122560024
mysql,10000,aggregate_ms,毫秒,1.594100147485733,1.8179998733103275,1.6719000414013863,1.6719000414013863,1.594100147485733,1.8179998733103275
mysql,10000,insert_cpu_s,CPU秒,0.078125,0.09375,0.125,0.09375,0.078125,0.125
mysql,10000,update_cpu_s,CPU秒,0.03125,0.015625,0.03125,0.03125,0.015625,0.03125
mysql,10000,cpu_s,CPU秒,0.125,0.140625,0.1875,0.140625,0.125,0.1875
mysql,10000,cpu_core_pct,%,24.90118711638116,30.87990774983308,18.101114849344757,24.90118711638116,18.101114849344757,30.87990774983308
mysql,10000,rss_mib,MiB,230.16015625,229.328125,230.34375,230.16015625,229.328125,230.34375
mysql,10000,private_mib,MiB,313.72265625,318.53515625,316.28515625,316.28515625,313.72265625,318.53515625
mysql,10000,empty_mib,MiB,191.7219066619873,191.72190284729004,191.7217664718628,191.72190284729004,191.7217664718628,191.7219066619873
mysql,10000,insert_disk_mib,MiB,201.7219066619873,201.72190284729004,201.7217664718628,201.72190284729004,201.7217664718628,201.7219066619873
mysql,10000,update_disk_mib,MiB,201.7219066619873,201.72190284729004,201.7217664718628,201.72190284729004,201.7217664718628,201.7219066619873
mysql,10000,growth_mib,MiB,10.0,10.0,10.0,10.0,10.0,10.0
postgresql,10000,insert_s,秒,0.05948589975014329,0.06729739997535944,0.06673139985650778,0.06673139985650778,0.05948589975014329,0.06729739997535944
postgresql,10000,insert_rows_s,行/秒,168107.06473303217,148594.15079425718,149854.49161118985,149854.49161118985,148594.15079425718,168107.06473303217
postgresql,10000,update_s,秒,0.037083700299263,0.0348811000585556,0.03542659990489483,0.03542659990489483,0.0348811000585556,0.037083700299263
postgresql,10000,point_p50_ms,毫秒,0.09054993279278278,0.089599983766675,0.08534989319741726,0.089599983766675,0.08534989319741726,0.09054993279278278
postgresql,10000,point_p95_ms,毫秒,0.18899980932474136,0.17370004206895828,0.23789983242750168,0.18899980932474136,0.17370004206895828,0.23789983242750168
postgresql,10000,point_p99_ms,毫秒,0.319099985063076,0.23060012608766556,0.2957000397145748,0.2957000397145748,0.23060012608766556,0.319099985063076
postgresql,10000,range_ms,毫秒,0.31529972329735756,0.31930021941661835,0.35480037331581116,0.31930021941661835,0.31529972329735756,0.35480037331581116
postgresql,10000,aggregate_ms,毫秒,0.6467001512646675,0.6292997859418392,0.5821003578603268,0.6292997859418392,0.5821003578603268,0.6467001512646675
postgresql,10000,insert_cpu_s,CPU秒,0.046875,0.0625,0.03125,0.046875,0.03125,0.0625
postgresql,10000,update_cpu_s,CPU秒,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125
postgresql,10000,cpu_s,CPU秒,0.109375,0.09375,0.09375,0.09375,0.09375,0.109375
postgresql,10000,cpu_core_pct,%,56.17322572553199,45.81688199964397,45.99969471478415,45.99969471478415,45.81688199964397,56.17322572553199
postgresql,10000,rss_mib,MiB,116.91015625,115.19921875,117.12890625,116.91015625,115.19921875,117.12890625
postgresql,10000,private_mib,MiB,25.8828125,25.39453125,25.859375,25.859375,25.39453125,25.8828125
postgresql,10000,empty_mib,MiB,39.30289363861084,39.30289363861084,39.30289363861084,39.30289363861084,39.30289363861084,39.30289363861084
postgresql,10000,insert_disk_mib,MiB,41.23258113861084,41.23258113861084,41.23258113861084,41.23258113861084,41.23258113861084,41.23258113861084
postgresql,10000,update_disk_mib,MiB,43.10758113861084,43.10758113861084,43.10758113861084,43.10758113861084,43.10758113861084,43.10758113861084
postgresql,10000,growth_mib,MiB,3.8046875,3.8046875,3.8046875,3.8046875,3.8046875,3.8046875
sqlite,10000,insert_s,秒,0.038917300291359425,0.03761240001767874,0.0367105002515018,0.03761240001767874,0.0367105002515018,0.038917300291359425
sqlite,10000,insert_rows_s,行/秒,256955.13114048768,265869.7662286841,272401.62709553126,265869.7662286841,256955.13114048768,272401.62709553126
sqlite,10000,update_s,秒,0.00555610004812479,0.005481999833136797,0.006002900190651417,0.00555610004812479,0.005481999833136797,0.006002900190651417
sqlite,10000,point_p50_ms,毫秒,0.00590016134083271,0.005899928510189056,0.005600042641162872,0.005899928510189056,0.005600042641162872,0.00590016134083271
